Item_Identifier,Item_Type,Item_Fat_Content,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_City,Item_Outlet_Sales
DRE03,Dairy,Low Fat,19.6,0.040550868,45.5718,OUT010,1998,,Tier 3,Jaipur,47.2718
FDZ09,Snack Foods,Low Fat,17.6,0.175545889,163.6868,OUT010,1998,,Tier 3,Jaipur,163.7868
FDK04,Frozen Foods,Low Fat,7.36,0.087559621,55.2588,OUT010,1998,,Tier 3,Jaipur,229.0352
FDD53,Frozen Foods,Low Fat,16.2,0.074019393,41.7454,OUT010,1998,,Tier 3,Jaipur,83.8908
FDR48,Baking Goods,Low Fat,11.65,0.220111117,153.0024,OUT010,1998,,Tier 3,Jaipur,455.4072
NCI29,Health and Hygiene,Low Fat,8.6,0.054601779,141.1154,OUT010,1998,,Tier 3,Jaipur,425.4462
NCF42,Household,Low Fat,17.35,0.280164929,177.5712,OUT010,1998,,Tier 3,Jaipur,527.3136
FDD02,Canned,Low Fat,16.6,0.084176826,118.0124,OUT010,1998,,Tier 3,Jaipur,592.562
NCA30,Household,Low Fat,19.0,0.216478153,190.1872,OUT010,1998,,Tier 3,Jaipur,567.2616
NCJ19,Others,Low Fat,18.6,0.19780911,55.6588,OUT010,1998,,Tier 3,Jaipur,114.5176
NCN06,Household,Low Fat,8.39,0.20168772,162.8868,OUT010,1998,,Tier 3,Jaipur,327.5736
DRF36,Soft Drinks,Low Fat,16.1,0.039463564,189.9846,OUT010,1998,,Tier 3,Jaipur,191.0846
FDE09,Fruits and Vegetables,Low Fat,8.775,0.036159635,110.7228,OUT010,1998,,Tier 3,Jaipur,331.5684
FDK09,Snack Foods,Low Fat,15.2,0.153592956,228.0352,OUT010,1998,,Tier 3,Jaipur,458.0704
NCO14,Household,Low Fat,9.6,0.049617765,44.2086,OUT010,1998,,Tier 3,Jaipur,44.6086
FDR02,Dairy,Low Fat,16.7,0.036933417,109.1886,OUT010,1998,,Tier 3,Jaipur,222.3772
FDO24,Baking Goods,Low Fat,11.1,0.294948897,159.0604,OUT010,1998,,Tier 3,Jaipur,792.302
DRI11,Hard Drinks,Low Fat,8.26,0.057585723,113.7834,OUT010,1998,,Tier 3,Jaipur,115.1834
FDX37,Canned,Low Fat,16.2,0.105498192,101.47,OUT010,1998,,Tier 3,Jaipur,399.48
FDF32,Fruits and Vegetables,Low Fat,16.35,0.113953562,198.2426,OUT010,1998,,Tier 3,Jaipur,790.9704
FDC26,Canned,Low Fat,10.195,0.211539389,110.9886,OUT010,1998,,Tier 3,Jaipur,111.1886
FDQ04,Frozen Foods,Low Fat,6.4,0.141860161,41.0796,OUT010,1998,,Tier 3,Jaipur,41.2796
FDQ39,Meat,Low Fat,14.8,0.13564792,190.8846,OUT010,1998,,Tier 3,Jaipur,191.0846
FDP15,Meat,Low Fat,15.2,0.0,256.033,OUT010,1998,,Tier 3,Jaipur,1281.665
NCH18,Household,Low Fat,9.3,0.074753743,246.4802,OUT010,1998,,Tier 3,Jaipur,982.7208
NCV29,Health and Hygiene,Low Fat,11.8,0.038235337,177.5686,OUT010,1998,,Tier 3,Jaipur,711.0744
FDZ33,Snack Foods,Low Fat,10.195,0.0,147.2076,OUT010,1998,,Tier 3,Jaipur,739.038
FDB17,Frozen Foods,Low Fat,13.15,0.061381589,179.9976,OUT010,1998,,Tier 3,Jaipur,181.0976
NCL06,Household,Low Fat,14.65,0.120624771,261.7594,OUT010,1998,,Tier 3,Jaipur,523.3188
NCV53,Health and Hygiene,Low Fat,8.27,0.031490111,239.088,OUT010,1998,,Tier 3,Jaipur,719.064
NCH54,Household,Low Fat,13.5,0.12163321,161.692,OUT010,1998,,Tier 3,Jaipur,159.792
NCQ17,Health and Hygiene,Low Fat,10.3,0.195721125,156.463,OUT010,1998,,Tier 3,Jaipur,312.926
FDI56,Fruits and Vegetables,Low Fat,7.325,0.156307983,92.2146,OUT010,1998,,Tier 3,Jaipur,91.2146
FDR10,Snack Foods,Low Fat,17.6,0.016804724,163.4552,OUT010,1998,,Tier 3,Jaipur,649.8208
FDS26,Dairy,Low Fat,20.35,0.149753132,259.7594,OUT010,1998,,Tier 3,Jaipur,784.9782
DRD25,Soft Drinks,Low Fat,6.135,0.132183029,115.086,OUT010,1998,,Tier 3,Jaipur,452.744
FDE22,Snack Foods,Low Fat,9.695,0.049498821,158.792,OUT010,1998,,Tier 3,Jaipur,319.584
FDJ48,Baking Goods,Low Fat,11.3,0.094460314,245.3118,OUT010,1998,,Tier 3,Jaipur,247.0118
NCK53,Health and Hygiene,Low Fat,11.6,0.062903297,100.4042,OUT010,1998,,Tier 3,Jaipur,595.2252
FDJ28,Frozen Foods,Low Fat,12.3,0.036590807,193.3162,OUT010,1998,,Tier 3,Jaipur,192.4162
DRD24,Soft Drinks,Low Fat,13.85,0.051544658,142.5154,OUT010,1998,,Tier 3,Jaipur,141.8154
NCP17,Health and Hygiene,Low Fat,19.35,0.0,65.3168,OUT010,1998,,Tier 3,Jaipur,191.7504
FDV36,Baking Goods,Low Fat,18.7,0.044024163,125.902,OUT010,1998,,Tier 3,Jaipur,126.502
NCT30,Household,Low Fat,9.1,0.134393836,48.0718,OUT010,1998,,Tier 3,Jaipur,47.2718
FDP24,Baking Goods,Low Fat,20.6,0.13893181,119.5756,OUT010,1998,,Tier 3,Jaipur,121.1756
FDL40,Frozen Foods,Low Fat,17.7,0.019438042,95.541,OUT010,1998,,Tier 3,Jaipur,96.541
FDG57,Fruits and Vegetables,Low Fat,14.7,0.121012632,49.4034,OUT010,1998,,Tier 3,Jaipur,194.4136
FDI20,Fruits and Vegetables,Low Fat,19.1,0.064547828,212.8586,OUT010,1998,,Tier 3,Jaipur,422.1172
NCL29,Health and Hygiene,Low Fat,9.695,0.190711254,159.1604,OUT010,1998,,Tier 3,Jaipur,633.8416
FDF52,Frozen Foods,Low Fat,9.3,0.11178154,182.3292,OUT010,1998,,Tier 3,Jaipur,182.4292
FDF20,Fruits and Vegetables,Low Fat,12.85,0.055603753,195.6768,OUT010,1998,,Tier 3,Jaipur,394.1536
NCM06,Household,Low Fat,7.475,0.126752975,154.2656,OUT010,1998,,Tier 3,Jaipur,308.9312
FDQ56,Fruits and Vegetables,Low Fat,6.59,0.176748258,82.7908,OUT010,1998,,Tier 3,Jaipur,83.8908
NCU53,Health and Hygiene,Low Fat,5.485,0.071557769,165.7842,OUT010,1998,,Tier 3,Jaipur,165.7842
NCH07,Household,Low Fat,13.15,0.155105614,157.2604,OUT010,1998,,Tier 3,Jaipur,316.9208
FDO16,Frozen Foods,Low Fat,5.48,0.02528802,83.325,OUT010,1998,,Tier 3,Jaipur,416.125
NCM05,Health and Hygiene,Low Fat,6.825,0.100171568,262.7226,OUT010,1998,,Tier 3,Jaipur,264.3226
DRD15,Dairy,Low Fat,10.6,0.095064731,232.4642,OUT010,1998,,Tier 3,Jaipur,697.0926
NCS30,Household,Low Fat,5.945,0.155706798,127.9652,OUT010,1998,,Tier 3,Jaipur,645.826
FDV31,Fruits and Vegetables,Low Fat,9.8,0.178622919,177.937,OUT010,1998,,Tier 3,Jaipur,176.437
DRK59,Hard Drinks,Low Fat,8.895,0.126287542,235.5616,OUT010,1998,,Tier 3,Jaipur,468.7232
FDO60,Baking Goods,Low Fat,20.0,0.057527544,43.1086,OUT010,1998,,Tier 3,Jaipur,89.2172
NCF54,Household,Low Fat,18.0,0.079299474,170.5422,OUT010,1998,,Tier 3,Jaipur,344.8844
DRG03,Dairy,Low Fat,14.5,0.103752817,155.1998,OUT010,1998,,Tier 3,Jaipur,307.5996
FDM34,Snack Foods,Low Fat,19.0,0.112893408,131.0626,OUT010,1998,,Tier 3,Jaipur,524.6504
NCX29,Health and Hygiene,Low Fat,10.0,0.149223055,145.8102,OUT010,1998,,Tier 3,Jaipur,874.8612
FDT43,Fruits and Vegetables,Low Fat,16.35,0.034393057,50.8324,OUT010,1998,,Tier 3,Jaipur,155.7972
FDZ04,Frozen Foods,Low Fat,9.31,0.063529046,63.751,OUT010,1998,,Tier 3,Jaipur,126.502
NCV05,Health and Hygiene,Low Fat,10.1,0.050562853,153.3656,OUT010,1998,,Tier 3,Jaipur,463.3968
NCW06,Household,Low Fat,16.2,0.08425957,192.3162,OUT010,1998,,Tier 3,Jaipur,769.6648
FDK38,Canned,Low Fat,6.65,0.089196394,147.0734,OUT010,1998,,Tier 3,Jaipur,296.9468
FDN01,Breakfast,Low Fat,8.895,0.121180705,177.037,OUT010,1998,,Tier 3,Jaipur,176.437
NCC18,Household,Low Fat,19.1,0.296713665,171.8422,OUT010,1998,,Tier 3,Jaipur,1034.6532
FDP39,Meat,Low Fat,12.65,0.116203156,53.5324,OUT010,1998,,Tier 3,Jaipur,415.4592
FDW13,Canned,Low Fat,8.5,0.163838951,51.3324,OUT010,1998,,Tier 3,Jaipur,311.5944
NCE43,Household,Low Fat,12.5,0.17314115,168.4448,OUT010,1998,,Tier 3,Jaipur,170.4448
DRI51,Dairy,Low Fat,17.25,0.070703828,170.3764,OUT010,1998,,Tier 3,Jaipur,343.5528
FDH48,Baking Goods,Low Fat,13.5,0.101231721,86.254,OUT010,1998,,Tier 3,Jaipur,173.108
NCB18,Household,Low Fat,19.6,0.069112952,90.1514,OUT010,1998,,Tier 3,Jaipur,442.757
FDP27,Meat,Low Fat,8.155,0.199935881,188.453,OUT010,1998,,Tier 3,Jaipur,379.506
DRC27,Dairy,Low Fat,13.8,0.097251621,245.7802,OUT010,1998,,Tier 3,Jaipur,245.6802
DRH25,Soft Drinks,Low Fat,18.7,0.02442574,52.9324,OUT010,1998,,Tier 3,Jaipur,51.9324
FDS13,Canned,Low Fat,6.465,0.208397715,265.2884,OUT010,1998,,Tier 3,Jaipur,264.9884
FDS12,Baking Goods,Low Fat,9.1,0.291438755,126.8362,OUT010,1998,,Tier 3,Jaipur,125.8362
NCA18,Household,Low Fat,10.1,0.093862362,115.9492,OUT010,1998,,Tier 3,Jaipur,231.6984
NCC30,Household,Low Fat,16.6,0.046161923,176.6344,OUT010,1998,,Tier 3,Jaipur,356.8688
FDR21,Snack Foods,Low Fat,19.7,0.112036236,174.937,OUT010,1998,,Tier 3,Jaipur,882.185
NCF30,Household,Low Fat,17.0,0.211306673,125.1362,OUT010,1998,,Tier 3,Jaipur,251.6724
DRI25,Soft Drinks,Low Fat,19.6,0.056744064,55.6614,OUT010,1998,,Tier 3,Jaipur,165.7842
FDC47,Snack Foods,Low Fat,15.0,0.19899855,226.5694,OUT010,1998,,Tier 3,Jaipur,913.4776
DRJ24,Soft Drinks,Low Fat,11.8,0.189689886,184.3924,OUT010,1998,,Tier 3,Jaipur,370.1848
NCN30,Household,Low Fat,16.35,0.02844314,98.141,OUT010,1998,,Tier 3,Jaipur,386.164
NCR42,Household,Low Fat,9.105,0.064410783,33.39,OUT010,1998,,Tier 3,Jaipur,33.29
FDH27,Dairy,Low Fat,7.075,0.097660814,141.8128,OUT010,1998,,Tier 3,Jaipur,143.8128
DRE01,Soft Drinks,Low Fat,10.1,0.279783532,241.8512,OUT010,1998,,Tier 3,Jaipur,484.7024
FDI19,Meat,Low Fat,15.1,0.087604871,242.2512,OUT010,1998,,Tier 3,Jaipur,484.7024
NCX54,Household,Low Fat,9.195,0.080442371,107.7622,OUT010,1998,,Tier 3,Jaipur,105.8622
NCX18,Household,Low Fat,14.15,0.014719325,196.911,OUT010,1998,,Tier 3,Jaipur,392.822
FDP25,Canned,Low Fat,15.2,0.035497039,216.7824,OUT010,1998,,Tier 3,Jaipur,436.7648
NCP29,Health and Hygiene,Low Fat,8.42,0.187918654,65.4168,OUT010,1998,,Tier 3,Jaipur,127.8336
FDV21,Snack Foods,Low Fat,11.5,0.286357776,123.9704,OUT010,1998,,Tier 3,Jaipur,375.5112
FDM44,Fruits and Vegetables,Low Fat,12.5,0.051970788,103.699,OUT010,1998,,Tier 3,Jaipur,412.796
FDB60,Baking Goods,Low Fat,9.3,0.04774013,195.0136,OUT010,1998,,Tier 3,Jaipur,194.4136
FDH57,Fruits and Vegetables,Low Fat,10.895,0.059834024,133.5284,OUT010,1998,,Tier 3,Jaipur,263.6568
FDF33,Seafood,Low Fat,7.97,0.036045991,107.5596,OUT010,1998,,Tier 3,Jaipur,431.4384
NCN41,Health and Hygiene,Low Fat,17.0,0.087387669,125.073,OUT010,1998,,Tier 3,Jaipur,369.519
NCB30,Household,Low Fat,14.6,0.043021542,196.9084,OUT010,1998,,Tier 3,Jaipur,595.2252
NCM43,Others,Low Fat,14.5,0.032597778,163.621,OUT010,1998,,Tier 3,Jaipur,815.605
FDS48,Baking Goods,Low Fat,15.15,0.046496777,149.6708,OUT010,1998,,Tier 3,Jaipur,300.9416
FDP38,Canned,Low Fat,10.1,0.053732324,49.8008,OUT010,1998,,Tier 3,Jaipur,303.6048
NCF06,Household,Low Fat,6.235,0.033807904,258.9962,OUT010,1998,,Tier 3,Jaipur,258.9962
FDJ41,Frozen Foods,Low Fat,6.85,0.03830192,261.2594,OUT010,1998,,Tier 3,Jaipur,1046.6376
DRK35,Hard Drinks,Low Fat,8.365,0.120256303,39.2506,OUT010,1998,,Tier 3,Jaipur,75.9012
FDC53,Frozen Foods,Low Fat,8.68,0.01478914,97.7384,OUT010,1998,,Tier 3,Jaipur,98.5384
FDK56,Fruits and Vegetables,Low Fat,9.695,0.0,186.7898,OUT010,1998,,Tier 3,Jaipur,561.2694
FDK22,Snack Foods,Low Fat,9.8,0.043663452,217.185,OUT010,1998,,Tier 3,Jaipur,432.77
NCP05,Health and Hygiene,Low Fat,19.6,0.042324556,150.9024,OUT010,1998,,Tier 3,Jaipur,303.6048
FDK15,Meat,Low Fat,10.8,0.164724567,98.4042,OUT010,1998,,Tier 3,Jaipur,99.2042
DRN37,Soft Drinks,Low Fat,9.6,0.161182103,165.3158,OUT010,1998,,Tier 3,Jaipur,334.2316
NCD55,Household,Low Fat,14.0,0.040725405,43.4454,OUT010,1998,,Tier 3,Jaipur,41.9454
NCK29,Health and Hygiene,Low Fat,5.615,0.210511558,121.373,OUT010,1998,,Tier 3,Jaipur,123.173
FDT36,Baking Goods,Low Fat,12.3,0.186250852,37.2874,OUT010,1998,,Tier 3,Jaipur,176.437
NCK30,Household,Low Fat,14.85,0.102065622,254.2698,OUT010,1998,,Tier 3,Jaipur,1775.6886
DRM47,Hard Drinks,Low Fat,9.3,0.073288275,189.1846,OUT010,1998,,Tier 3,Jaipur,382.1692
FDU14,Dairy,Low Fat,17.75,0.058168807,249.575,OUT010,1998,,Tier 3,Jaipur,499.35
FDT13,Canned,Low Fat,14.85,0.0,187.7214,OUT010,1998,,Tier 3,Jaipur,188.4214
NCP06,Household,Low Fat,20.7,0.065689432,149.7366,OUT010,1998,,Tier 3,Jaipur,151.1366
FDG53,Frozen Foods,Low Fat,10.0,0.076755106,141.618,OUT010,1998,,Tier 3,Jaipur,139.818
FDF22,Snack Foods,Low Fat,6.865,0.09512291,212.3218,OUT010,1998,,Tier 3,Jaipur,427.4436
DRJ59,Hard Drinks,Low Fat,11.65,0.03242518,38.8164,OUT010,1998,,Tier 3,Jaipur,77.2328
FDG47,Starchy Foods,Low Fat,12.8,0.116527666,261.4252,OUT010,1998,,Tier 3,Jaipur,262.3252
DRA12,Soft Drinks,Low Fat,11.6,0.068535039,143.0154,OUT010,1998,,Tier 3,Jaipur,283.6308
NCZ29,Health and Hygiene,Low Fat,15.0,0.119461188,126.3362,OUT010,1998,,Tier 3,Jaipur,503.3448
DRB25,Soft Drinks,Low Fat,12.3,0.116261335,107.0938,OUT010,1998,,Tier 3,Jaipur,214.3876
FDX01,Canned,Low Fat,10.1,0.040446145,118.115,OUT010,1998,,Tier 3,Jaipur,116.515
FDX16,Frozen Foods,Low Fat,17.85,0.110152524,150.205,OUT010,1998,,Tier 3,Jaipur,149.805
DRN35,Hard Drinks,Low Fat,8.01,0.117580062,36.6532,OUT010,1998,,Tier 3,Jaipur,71.9064
FDX23,Baking Goods,Low Fat,6.445,0.049697923,95.0436,OUT010,1998,,Tier 3,Jaipur,94.5436
FDL33,Snack Foods,Low Fat,7.235,0.167316771,197.5452,OUT010,1998,,Tier 3,Jaipur,195.7452
NCN14,Others,Low Fat,19.1,0.15385153,185.1608,OUT010,1998,,Tier 3,Jaipur,551.2824
FDY09,Snack Foods,Low Fat,15.6,0.042179884,174.7054,OUT010,1998,,Tier 3,Jaipur,175.1054
FDG40,Frozen Foods,Low Fat,13.65,0.066657791,32.6558,OUT010,1998,,Tier 3,Jaipur,67.9116
NCA42,Household,Low Fat,6.965,0.047784475,158.8604,OUT010,1998,,Tier 3,Jaipur,316.9208
FDA19,Fruits and Vegetables,Low Fat,7.52,0.092272132,128.7994,OUT010,1998,,Tier 3,Jaipur,128.4994
DRL49,Soft Drinks,Low Fat,13.15,0.094450618,141.4812,OUT010,1998,,Tier 3,Jaipur,284.9624
NCE07,Household,Low Fat,8.18,0.02197698,140.6154,OUT010,1998,,Tier 3,Jaipur,425.4462
DRI47,Hard Drinks,Low Fat,14.7,0.035016091,144.3128,OUT010,1998,,Tier 3,Jaipur,431.4384
FDG45,Fruits and Vegetables,Low Fat,8.1,0.214306131,213.9902,OUT010,1998,,Tier 3,Jaipur,424.7804
DRC01,Soft Drinks,Regular,5.92,0.019278216,48.2692,OUT018,2009,Medium,Tier 3,Chennai,443.4228
FDP36,Baking Goods,Regular,10.395,0.0,51.4008,OUT018,2009,Medium,Tier 3,Chennai,556.6088
DRZ11,Soft Drinks,Regular,8.85,0.113123893,122.5388,OUT018,2009,Medium,Tier 3,Chennai,1609.9044
FDI04,Frozen Foods,Regular,13.65,0.073209447,197.6426,OUT018,2009,Medium,Tier 3,Chennai,2768.3964
FDB36,Baking Goods,Regular,5.465,0.0,132.5626,OUT018,2009,Medium,Tier 3,Chennai,262.3252
FDL50,Canned,Regular,12.15,0.042485444,125.0046,OUT018,2009,Medium,Tier 3,Chennai,1743.0644
FDK58,Snack Foods,Regular,11.35,0.045165796,100.0016,OUT018,2009,Medium,Tier 3,Chennai,1012.016
FDZ32,Fruits and Vegetables,Regular,7.785,0.038288087,103.1964,OUT018,2009,Medium,Tier 3,Chennai,736.3748
FDP59,Breads,Regular,20.85,0.056695731,104.0648,OUT018,2009,Medium,Tier 3,Chennai,1869.5664
FDL51,Dairy,Regular,20.7,0.047684831,212.5876,OUT018,2009,Medium,Tier 3,Chennai,1286.3256
FDP51,Meat,Regular,13.85,0.085622362,119.4124,OUT018,2009,Medium,Tier 3,Chennai,2251.7356
FDY34,Snack Foods,Regular,10.5,0.011026594,166.4842,OUT018,2009,Medium,Tier 3,Chennai,2652.5472
FDA27,Dairy,Regular,20.35,0.0,256.7672,OUT018,2009,Medium,Tier 3,Chennai,5624.6784
FDZ13,Canned,Regular,7.84,0.154120252,51.935,OUT018,2009,Medium,Tier 3,Chennai,199.74
FDR52,Frozen Foods,Regular,12.65,0.076354362,192.1846,OUT018,2009,Medium,Tier 3,Chennai,1146.5076
FDW31,Fruits and Vegetables,Regular,11.35,0.043333912,201.0742,OUT018,2009,Medium,Tier 3,Chennai,2189.8162
FDT32,Fruits and Vegetables,Regular,19.0,0.065901299,188.7214,OUT018,2009,Medium,Tier 3,Chennai,1695.7926
FDB56,Fruits and Vegetables,Regular,8.75,0.074931201,187.6556,OUT018,2009,Medium,Tier 3,Chennai,938.778
FDO27,Meat,Regular,6.175,0.179806961,95.2752,OUT018,2009,Medium,Tier 3,Chennai,1534.0032
FDR16,Frozen Foods,Regular,5.845,0.105445801,214.4218,OUT018,2009,Medium,Tier 3,Chennai,1496.0526
FDF44,Fruits and Vegetables,Regular,7.17,0.05997133,132.1968,OUT018,2009,Medium,Tier 3,Chennai,2870.9296
FDG21,Seafood,Regular,17.35,0.146895866,149.605,OUT018,2009,Medium,Tier 3,Chennai,3745.125
FDS21,Snack Foods,Regular,19.85,0.020961192,62.0194,OUT018,2009,Medium,Tier 3,Chennai,619.194
FDW27,Meat,Regular,5.86,0.151467821,154.1314,OUT018,2009,Medium,Tier 3,Chennai,3412.8908
FDM60,Baking Goods,Regular,10.8,0.048339408,41.5138,OUT018,2009,Medium,Tier 3,Chennai,446.7518
FDC09,Fruits and Vegetables,Regular,15.5,0.026409147,102.1332,OUT018,2009,Medium,Tier 3,Chennai,615.1992
FDF34,Snack Foods,Regular,9.3,0.014076503,200.0084,OUT018,2009,Medium,Tier 3,Chennai,2182.4924
FDC29,Frozen Foods,Regular,8.39,0.024304264,114.0176,OUT018,2009,Medium,Tier 3,Chennai,1488.7288
FDU37,Canned,Regular,9.5,0.104933928,78.796,OUT018,2009,Medium,Tier 3,Chennai,1198.44
FDR13,Canned,Regular,9.895,0.028837829,117.8492,OUT018,2009,Medium,Tier 3,Chennai,1506.0396
FDW40,Frozen Foods,Regular,14.0,0.105573769,143.9812,OUT018,2009,Medium,Tier 3,Chennai,1139.8496
FDV22,Snack Foods,Regular,14.85,0.009979271,155.763,OUT018,2009,Medium,Tier 3,Chennai,3129.26
FDZ35,Breads,Regular,9.6,0.02236923,104.799,OUT018,2009,Medium,Tier 3,Chennai,1341.587
FDT19,Fruits and Vegetables,Regular,7.59,0.145631695,172.808,OUT018,2009,Medium,Tier 3,Chennai,2250.404
FDA02,Dairy,Regular,14.0,0.029843736,143.9786,OUT018,2009,Medium,Tier 3,Chennai,866.8716
FDQ32,Fruits and Vegetables,Regular,17.85,0.04679836,123.8388,OUT018,2009,Medium,Tier 3,Chennai,866.8716
FDZ57,Snack Foods,Regular,10.0,0.037918142,129.6994,OUT018,2009,Medium,Tier 3,Chennai,1413.4934
FDJ20,Fruits and Vegetables,Regular,20.7,0.100583009,123.5388,OUT018,2009,Medium,Tier 3,Chennai,1981.4208
FDY22,Snack Foods,Regular,16.5,0.160371305,143.9128,OUT018,2009,Medium,Tier 3,Chennai,1581.9408
FDD52,Dairy,Regular,18.25,0.184041545,110.157,OUT018,2009,Medium,Tier 3,Chennai,1867.569
FDB58,Snack Foods,Regular,10.5,0.013551445,142.0154,OUT018,2009,Medium,Tier 3,Chennai,2410.8618
FDY20,Fruits and Vegetables,Regular,12.5,0.082085787,92.2488,OUT018,2009,Medium,Tier 3,Chennai,1358.232
FDO46,Snack Foods,Regular,9.6,0.014270394,187.3872,OUT018,2009,Medium,Tier 3,Chennai,2647.2208
FDP48,Baking Goods,Regular,7.52,0.044202545,182.995,OUT018,2009,Medium,Tier 3,Chennai,4394.28
FDO48,Baking Goods,Regular,15.0,0.026950104,220.9456,OUT018,2009,Medium,Tier 3,Chennai,1768.3648
FDL57,Snack Foods,Regular,15.1,0.067350054,257.3304,OUT018,2009,Medium,Tier 3,Chennai,3874.956
FDJ55,Meat,Regular,12.8,0.023626808,223.2404,OUT018,2009,Medium,Tier 3,Chennai,2475.4444
FDD44,Fruits and Vegetables,Regular,8.05,0.078719835,258.5646,OUT018,2009,Medium,Tier 3,Chennai,3091.9752
FDI16,Frozen Foods,Regular,14.0,0.136328794,54.864,OUT018,2009,Medium,Tier 3,Chennai,319.584
FDL39,Dairy,Regular,16.1,0.06358934,179.4318,OUT018,2009,Medium,Tier 3,Chennai,360.8636
FDL52,Frozen Foods,Regular,6.635,0.046277956,36.7506,OUT018,2009,Medium,Tier 3,Chennai,75.9012
FDM04,Frozen Foods,Regular,9.195,0.04731256,50.7666,OUT018,2009,Medium,Tier 3,Chennai,512.666
FDU03,Meat,Regular,18.7,0.091950972,184.2292,OUT018,2009,Medium,Tier 3,Chennai,1277.0044
FDH40,Frozen Foods,Regular,11.6,0.079251097,79.2276,OUT018,2009,Medium,Tier 3,Chennai,649.8208
FDU58,Snack Foods,Regular,6.61,0.029129907,188.4898,OUT018,2009,Medium,Tier 3,Chennai,4677.245
FDJ34,Snack Foods,Regular,11.8,0.094037241,124.5704,OUT018,2009,Medium,Tier 3,Chennai,1001.3632
FDJ58,Snack Foods,Regular,15.6,0.105725004,169.9764,OUT018,2009,Medium,Tier 3,Chennai,2748.4224
FDC33,Fruits and Vegetables,Regular,8.96,0.069219165,196.5768,OUT018,2009,Medium,Tier 3,Chennai,2759.0752
FDB12,Baking Goods,Regular,11.15,0.105736638,104.4648,OUT018,2009,Medium,Tier 3,Chennai,2181.1608
FDA01,Canned,Regular,15.0,0.054599767,59.4904,OUT018,2009,Medium,Tier 3,Chennai,644.4944
FDW32,Fruits and Vegetables,Regular,18.35,0.09468096,86.2882,OUT018,2009,Medium,Tier 3,Chennai,1631.8758
FDQ55,Fruits and Vegetables,Regular,13.65,0.013091186,114.8834,OUT018,2009,Medium,Tier 3,Chennai,1612.5676
FDE04,Frozen Foods,Regular,19.75,0.018096488,179.566,OUT018,2009,Medium,Tier 3,Chennai,2696.49
FDR56,Fruits and Vegetables,Regular,15.5,0.101176316,198.9768,OUT018,2009,Medium,Tier 3,Chennai,4729.8432
FDM58,Snack Foods,Regular,16.85,0.080015028,111.8544,OUT018,2009,Medium,Tier 3,Chennai,1677.816
FDG34,Snack Foods,Regular,11.5,0.037723476,109.5254,OUT018,2009,Medium,Tier 3,Chennai,1953.4572
FDD56,Fruits and Vegetables,Regular,15.2,0.104201019,176.5054,OUT018,2009,Medium,Tier 3,Chennai,2976.7918
FDQ26,Dairy,Regular,13.5,0.068148886,58.6562,OUT018,2009,Medium,Tier 3,Chennai,711.0744
FDT24,Baking Goods,Regular,12.35,0.186616421,78.6328,OUT018,2009,Medium,Tier 3,Chennai,1004.0264
FDI21,Snack Foods,Regular,5.59,0.056833394,61.9168,OUT018,2009,Medium,Tier 3,Chennai,1214.4192
FDO45,Snack Foods,Regular,13.15,0.03810738,86.3856,OUT018,2009,Medium,Tier 3,Chennai,615.1992
FDX11,Baking Goods,Regular,16.0,0.107186944,181.9634,OUT018,2009,Medium,Tier 3,Chennai,3453.5046
FDC05,Frozen Foods,Regular,13.1,0.099186992,198.7768,OUT018,2009,Medium,Tier 3,Chennai,3153.2288
FDS28,Frozen Foods,Regular,8.18,0.082737261,57.3588,OUT018,2009,Medium,Tier 3,Chennai,343.5528
FDM16,Frozen Foods,Regular,8.155,0.033692089,76.2354,OUT018,2009,Medium,Tier 3,Chennai,1279.0018
FDC16,Dairy,Regular,11.5,0.020653603,84.954,OUT018,2009,Medium,Tier 3,Chennai,865.54
FDS45,Snack Foods,Regular,5.175,0.029616108,107.7622,OUT018,2009,Medium,Tier 3,Chennai,2011.3818
FDB38,Canned,Regular,19.5,0.027458099,158.792,OUT018,2009,Medium,Tier 3,Chennai,2556.672
FDN04,Frozen Foods,Regular,11.8,0.014144442,180.4344,OUT018,2009,Medium,Tier 3,Chennai,535.3032
FDQ27,Meat,Regular,5.19,0.044432887,102.899,OUT018,2009,Medium,Tier 3,Chennai,1651.184
FDU51,Meat,Regular,20.2,0.096906831,175.5028,OUT018,2009,Medium,Tier 3,Chennai,6729.9064
FDX36,Baking Goods,Regular,9.695,0.128805815,224.0404,OUT018,2009,Medium,Tier 3,Chennai,5851.0504
FDN38,Canned,Regular,6.615,0.09234651,251.8408,OUT018,2009,Medium,Tier 3,Chennai,4506.1344
FDR25,Canned,Regular,17.0,0.140090284,265.1884,OUT018,2009,Medium,Tier 3,Chennai,6359.7216
FDJ38,Canned,Regular,8.6,0.040369315,189.753,OUT018,2009,Medium,Tier 3,Chennai,2846.295
FDY44,Fruits and Vegetables,Regular,14.15,0.024503972,195.111,OUT018,2009,Medium,Tier 3,Chennai,982.055
FDH20,Fruits and Vegetables,Regular,16.1,0.025050746,97.141,OUT018,2009,Medium,Tier 3,Chennai,1448.115
FDK26,Canned,Regular,5.46,0.032308482,185.224,OUT018,2009,Medium,Tier 3,Chennai,2423.512
FDJ33,Snack Foods,Regular,8.895,0.088681966,121.973,OUT018,2009,Medium,Tier 3,Chennai,2956.152
